,State,MSA,Month,YTD_Rental_Goals
2310,GA,Atlanta Suburbs GA,2022-07-31,646.5
2311,GA,Atlanta Suburbs GA,2022-08-31,647.0
2312,GA,Atlanta Suburbs GA,2022-09-30,647.5
2313,GA,Atlanta Suburbs GA,2022-10-31,648.0
2314,GA,Atlanta Suburbs GA,2022-11-30,648.5
2315,GA,Atlanta Suburbs GA,2022-12-31,649.0
2316,GA,Other GA,2022-01-31,429.333333
2317,GA,Other GA,2022-02-28,429.666666
2318,GA,Other GA,2022-03-31,429.999999
2319,GA,Other GA,2022-04-30,430.333332
2320,GA,Other GA,2022-05-31,430.666665
2321,GA,Other GA,2022-06-30,430.999998
2322,GA,Other GA,2022-07-31,431.333331
2323,GA,Other GA,2022-08-31,431.666664
2324,GA,Other GA,2022-09-30,431.999997
2325,GA,Other GA,2022-10-31,432.33333
2326,GA,Other GA,2022-11-30,432.666663
2327,GA,Other GA,2022-12-31,432.999996
2328,HI,Hawaii,2022-01-31,484.416667
2329,HI,Hawaii,2022-02-28,484.833334
2330,HI,Hawaii,2022-03-31,485.250001
2331,HI,Hawaii,2022-04-30,485.666668
2332,HI,Hawaii,2022-05-31,486.083335
2333,HI,Hawaii,2022-06-30,486.500002
2334,HI,Hawaii,2022-07-31,486.916669
2335,HI,Hawaii,2022-08-31,487.333336
2336,HI,Hawaii,2022-09-30,487.750003
2337,HI,Hawaii,2022-10-31,488.16667
2338,HI,Hawaii,2022-11-30,488.583337
2339,HI,Hawaii,2022-12-31,489.000004
2340,IA,Iowa,2022-01-31,378.333333
2341,IA,Iowa,2022-02-28,378.666666
2342,IA,Iowa,2022-03-31,378.999999
2343,IA,Iowa,2022-04-30,379.333332
2344,IA,Iowa,2022-05-31,379.666665
2345,IA,Iowa,2022-06-30,379.999998
2346,IA,Iowa,2022-07-31,380.333331
2347,IA,Iowa,2022-08-31,380.666664
2348,IA,Iowa,2022-09-30,380.999997
2349,IA,Iowa,2022-10-31,381.33333
2350,IA,Iowa,2022-11-30,381.666663
2351,IA,Iowa,2022-12-31,381.999996
2352,ID,Boise ID,2022-01-31,104.083333
2353,ID,Boise ID,2022-02-28,104.166666
2354,ID,Boise ID,2022-03-31,104.249999
2355,ID,Boise ID,2022-04-30,104.333332
2356,ID,Boise ID,2022-05-31,104.416665
2357,ID,Boise ID,2022-06-30,104.499998
2358,ID,Boise ID,2022-07-31,104.583331
2359,ID,Boise ID,2022-08-31,104.666664
2360,ID,Boise ID,2022-09-30,104.749997
2361,ID,Boise ID,2022-10-31,104.83333
2362,ID,Boise ID,2022-11-30,104.916663
2363,ID,Boise ID,2022-12-31,104.999996
2364,ID,Other ID,2022-01-31,443.333333
2365,ID,Other ID,2022-02-28,443.666666
2366,ID,Other ID,2022-03-31,443.999999
2367,ID,Other ID,2022-04-30,444.333332
2368,ID,Other ID,2022-05-31,444.666665
2369,ID,Other ID,2022-06-30,444.999998
2370,ID,Other ID,2022-07-31,445.333331
2371,ID,Other ID,2022-08-31,445.666664
2372,ID,Other ID,2022-09-30,445.999997
2373,ID,Other ID,2022-10-31,446.33333
2374,ID,Other ID,2022-11-30,446.666663
2375,ID,Other ID,2022-12-31,446.999996
2376,IL,Chicago IL,2022-01-31,1395.166667
2377,IL,Chicago IL,2022-02-28,1396.333334
2378,IL,Chicago IL,2022-03-31,1397.500001
2379,IL,Chicago IL,2022-04-30,1398.666668
2380,IL,Chicago IL,2022-05-31,1399.833335
2381,IL,Chicago IL,2022-06-30,1401.000002
2382,IL,Chicago IL,2022-07-31,1402.166669
2383,IL,Chicago IL,2022-08-31,1403.333336
2384,IL,Chicago IL,2022-09-30,1404.500003
2385,IL,Chicago IL,2022-10-31,1405.66667
2386,IL,Chicago IL,2022-11-30,1406.833337
2387,IL,Chicago IL,2022-12-31,1408.000004
2388,IL,Peoria IL,2022-01-31,152.083333
2389,IL,Peoria IL,2022-02-28,152.166666
2390,IL,Peoria IL,2022-03-31,152.249999
2391,IL,Peoria IL,2022-04-30,152.333332
2392,IL,Peoria IL,2022-05-31,152.416665
2393,IL,Peoria IL,2022-06-30,152.499998
2394,IL,Peoria IL,2022-07-31,152.583331
2395,IL,Peoria IL,2022-08-31,152.666664
2396,IL,Peoria IL,2022-09-30,152.749997
2397,IL,Peoria IL,2022-10-31,152.83333
2398,IL,Peoria IL,2022-11-30,152.916663
2399,IL,Peoria IL,2022-12-31,152.999996
2400,IL,Rockford IL,2022-01-31,282.25
2401,IL,Rockford IL,2022-02-28,282.5
2402,IL,Rockford IL,2022-03-31,282.75
2403,IL,Rockford IL,2022-04-30,283.0
2404,IL,Rockford IL,2022-05-31,283.25
2405,IL,Rockford IL,2022-06-30,283.5
2406,IL,Rockford IL,2022-07-31,283.75
2407,IL,Rockford IL,2022-08-31,284.0
2408,IL,Rockford IL,2022-09-30,284.25
2409,IL,Rockford IL,2022-10-31,284.5
2410,IL,Rockford IL,2022-11-30,284.75
2411,IL,Rockford IL,2022-12-31,285.0
2412,IL,Southern IL,2022-01-31,375.333333
2413,IL,Southern IL,2022-02-28,375.666666
2414,IL,Southern IL,2022-03-31,375.999999
2415,IL,Southern IL,2022-04-30,376.333332
2416,IL,Southern IL,2022-05-31,376.666665
2417,IL,Southern IL,2022-06-30,376.999998
2418,IL,Southern IL,2022-07-31,377.333331
2419,IL,Southern IL,2022-08-31,377.666664
2420,IL,Southern IL,2022-09-30,377.999997
2421,IL,Southern IL,2022-10-31,378.33333
2422,IL,Southern IL,2022-11-30,378.666663
2423,IL,Southern IL,2022-12-31,378.999996
2424,IN,Gary-Hammond IN,2022-01-31,147.083333
2425,IN,Gary-Hammond IN,2022-02-28,147.166666
2426,IN,Gary-Hammond IN,2022-03-31,147.249999
2427,IN,Gary-Hammond IN,2022-04-30,147.333332
2428,IN,Gary-Hammond IN,2022-05-31,147.416665
2429,IN,Gary-Hammond IN,2022-06-30,147.499998
2430,IN,Gary-Hammond IN,2022-07-31,147.583331
2431,IN,Gary-Hammond IN,2022-08-31,147.666664
2432,IN,Gary-Hammond IN,2022-09-30,147.749997
2433,IN,Gary-Hammond IN,2022-10-31,147.83333
2434,IN,Gary-Hammond IN,2022-11-30,147.916663
2435,IN,Gary-Hammond IN,2022-12-31,147.999996
2436,IN,Indianapolis IN,2022-01-31,473.416667
2437,IN,Indianapolis IN,2022-02-28,473.833334
2438,IN,Indianapolis IN,2022-03-31,474.250001
2439,IN,Indianapolis IN,2022-04-30,474.666668
2440,IN,Indianapolis IN,2022-05-31,475.083335
2441,IN,Indianapolis IN,2022-06-30,475.500002
2442,IN,Indianapolis IN,2022-07-31,475.916669
2443,IN,Indianapolis IN,2022-08-31,476.333336
2444,IN,Indianapolis IN,2022-09-30,476.750003
2445,IN,Indianapolis IN,2022-10-31,477.16667
2446,IN,Indianapolis IN,2022-11-30,477.583337
2447,IN,Indianapolis IN,2022-12-31,478.000004
2448,IN,Other IN,2022-01-31,467.416667
2449,IN,Other IN,2022-02-28,467.833334
2450,IN,Other IN,2022-03-31,468.250001
2451,IN,Other IN,2022-04-30,468.666668
2452,IN,Other IN,2022-05-31,469.083335
2453,IN,Other IN,2022-06-30,469.500002
2454,IN,Other IN,2022-07-31,469.916669
2455,IN,Other IN,2022-08-31,470.333336
2456,IN,Other IN,2022-09-30,470.750003
2457,IN,Other IN,2022-10-31,471.16667
2458,IN,Other IN,2022-11-30,471.583337
2459,IN,Other IN,2022-12-31,472.000004
2460,KS,Kansas,2022-01-31,429.333333
2461,KS,Kansas,2022-02-28,429.666666
2462,KS,Kansas,2022-03-31,429.999999
2463,KS,Kansas,2022-04-30,430.333332
2464,KS,Kansas,2022-05-31,430.666665
2465,KS,Kansas,2022-06-30,430.999998
2466,KS,Kansas,2022-07-31,431.333331
2467,KS,Kansas,2022-08-31,431.666664
2468,KS,Kansas,2022-09-30,431.999997
2469,KS,Kansas,2022-10-31,432.33333
2470,KS,Kansas,2022-11-30,432.666663
2471,KS,Kansas,2022-12-31,432.999996
2472,KY,Lexington KY,2022-01-31,316.25
2473,KY,Lexington KY,2022-02-28,316.5
2474,KY,Lexington KY,2022-03-31,316.75
2475,KY,Lexington KY,2022-04-30,317.0
2476,KY,Lexington KY,2022-05-31,317.25
2477,KY,Lexington KY,2022-06-30,317.5
2478,KY,Lexington KY,2022-07-31,317.75
2479,KY,Lexington KY,2022-08-31,318.0
2480,KY,Lexington KY,2022-09-30,318.25
2481,KY,Lexington KY,2022-10-31,318.5
2482,KY,Lexington KY,2022-11-30,318.75
2483,KY,Lexington KY,2022-12-31,319.0
2484,KY,Louisville KY,2022-01-31,269.25
2485,KY,Louisville KY,2022-02-28,269.5
2486,KY,Louisville KY,2022-03-31,269.75
2487,KY,Louisville KY,2022-04-30,270.0
2488,KY,Louisville KY,2022-05-31,270.25
2489,KY,Louisville KY,2022-06-30,270.5
2490,KY,Louisville KY,2022-07-31,270.75
2491,KY,Louisville KY,2022-08-31,271.0
2492,KY,Louisville KY,2022-09-30,271.25
2493,KY,Louisville KY,2022-10-31,271.5
2494,KY,Louisville KY,2022-11-30,271.75
2495,KY,Louisville KY,2022-12-31,272.0
2496,KY,Other KY,2022-01-31,358.333333
2497,KY,Other KY,2022-02-28,358.666666
2498,KY,Other KY,2022-03-31,358.999999
2499,KY,Other KY,2022-04-30,359.333332
2500,KY,Other KY,2022-05-31,359.666665
2501,KY,Other KY,2022-06-30,359.999998
2502,KY,Other KY,2022-07-31,360.333331
2503,KY,Other KY,2022-08-31,360.666664
2504,KY,Other KY,2022-09-30,360.999997
2505,KY,Other KY,2022-10-31,361.33333
2506,KY,Other KY,2022-11-30,361.666663
2507,KY,Other KY,2022-12-31,361.999996
2508,LA,Baton Rouge LA,2022-01-31,183.166667
2509,LA,Baton Rouge LA,2022-02-28,183.333334
2510,LA,Baton Rouge LA,2022-03-31,183.500001
2511,LA,Baton Rouge LA,2022-04-30,183.666668
2512,LA,Baton Rouge LA,2022-05-31,183.833335
2513,LA,Baton Rouge LA,2022-06-30,184.000002
2514,LA,Baton Rouge LA,2022-07-31,184.166669
2515,LA,Baton Rouge LA,2022-08-31,184.333336
2516,LA,Baton Rouge LA,2022-09-30,184.500003
2517,LA,Baton Rouge LA,2022-10-31,184.66667
2518,LA,Baton Rouge LA,2022-11-30,184.833337
2519,LA,Baton Rouge LA,2022-12-31,185.000004
2520,LA,New Orleans LA,2022-01-31,192.166667
2521,LA,New Orleans LA,2022-02-28,192.333334
2522,LA,New Orleans LA,2022-03-31,192.500001
2523,LA,New Orleans LA,2022-04-30,192.666668
2524,LA,New Orleans LA,2022-05-31,192.833335
2525,LA,New Orleans LA,2022-06-30,193.000002
2526,LA,New Orleans LA,2022-07-31,193.166669
2527,LA,New Orleans LA,2022-08-31,193.333336
2528,LA,New Orleans LA,2022-09-30,193.500003
2529,LA,New Orleans LA,2022-10-31,193.66667
2530,LA,New Orleans LA,2022-11-30,193.833337
2531,LA,New Orleans LA,2022-12-31,194.000004
2532,LA,Other LA,2022-01-31,223.166667
2533,LA,Other LA,2022-02-28,223.333334
2534,LA,Other LA,2022-03-31,223.500001
2535,LA,Other LA,2022-04-30,223.666668
2536,LA,Other LA,2022-05-31,223.833335
2537,LA,Other LA,2022-06-30,224.000002
2538,LA,Other LA,2022-07-31,224.166669
2539,LA,Other LA,2022-08-31,224.333336
2540,LA,Other LA,2022-09-30,224.500003
2541,LA,Other LA,2022-10-31,224.66667
2542,LA,Other LA,2022-11-30,224.833337
2543,LA,Other LA,2022-12-31,225.000004
2544,MA,Boston MA,2022-01-31,630.5
2545,MA,Boston MA,2022-02-28,631.0
2546,MA,Boston MA,2022-03-31,631.5
2547,MA,Boston MA,2022-04-30,632.0
2548,MA,Boston MA,2022-05-31,632.5
2549,MA,Boston MA,2022-06-30,633.0
2550,MA,Boston MA,2022-07-31,633.5
2551,MA,Boston MA,2022-08-31,634.0
2552,MA,Boston MA,2022-09-30,634.5
2553,MA,Boston MA,2022-10-31,635.0
2554,MA,Boston MA,2022-11-30,635.5
2555,MA,Boston MA,2022-12-31,636.0
2556,MA,Other MA,2022-01-31,259.25
2557,MA,Other MA,2022-02-28,259.5
2558,MA,Other MA,2022-03-31,259.75
2559,MA,Other MA,2022-04-30,260.0
2560,MA,Other MA,2022-05-31,260.25
2561,MA,Other MA,2022-06-30,260.5
2562,MA,Other MA,2022-07-31,260.75
2563,MA,Other MA,2022-08-31,261.0
2564,MA,Other MA,2022-09-30,261.25
2565,MA,Other MA,2022-10-31,261.5
2566,MA,Other MA,2022-11-30,261.75
2567,MA,Other MA,2022-12-31,262.0
2568,MA,Worcester MA,2022-01-31,138.083333
2569,MA,Worcester MA,2022-02-28,138.166666
2570,MA,Worcester MA,2022-03-31,138.249999
2571,MA,Worcester MA,2022-04-30,138.333332
2572,MA,Worcester MA,2022-05-31,138.416665
2573,MA,Worcester MA,2022-06-30,138.499998
2574,MA,Worcester MA,2022-07-31,138.583331
2575,MA,Worcester MA,2022-08-31,138.666664
2576,MA,Worcester MA,2022-09-30,138.749997
2577,MA,Worcester MA,2022-10-31,138.83333
2578,MA,Worcester MA,2022-11-30,138.916663
2579,MA,Worcester MA,2022-12-31,138.999996
2580,MD,Baltimore MD,2022-01-31,304.25
2581,MD,Baltimore MD,2022-02-28,304.5
2582,MD,Baltimore MD,2022-03-31,304.75
2583,MD,Baltimore MD,2022-04-30,305.0
2584,MD,Baltimore MD,2022-05-31,305.25
2585,MD,Baltimore MD,2022-06-30,305.5
2586,MD,Baltimore MD,2022-07-31,305.75
2587,MD,Baltimore MD,2022-08-31,306.0
2588,MD,Baltimore MD,2022-09-30,306.25
2589,MD,Baltimore MD,2022-10-31,306.5
2590,MD,Baltimore MD,2022-11-30,306.75
2591,MD,Baltimore MD,2022-12-31,307.0
2592,MD,Baltimore Suburbs MD,2022-01-31,382.333333
2593,MD,Baltimore Suburbs MD,2022-02-28,382.666666
2594,MD,Baltimore Suburbs MD,2022-03-31,382.999999
2595,MD,Baltimore Suburbs MD,2022-04-30,383.333332
2596,MD,Baltimore Suburbs MD,2022-05-31,383.666665
2597,MD,Baltimore Suburbs MD,2022-06-30,383.999998
2598,MD,Baltimore Suburbs MD,2022-07-31,384.333331
2599,MD,Baltimore Suburbs MD,2022-08-31,384.666664
2600,MD,Baltimore Suburbs MD,2022-09-30,384.999997
2601,MD,Baltimore Suburbs MD,2022-10-31,385.33333
2602,MD,Baltimore Suburbs MD,2022-11-30,385.666663
2603,MD,Baltimore Suburbs MD,2022-12-31,385.999996
2604,MD,Other MD,2022-01-31,863.75
2605,MD,Other MD,2022-02-28,864.5
2606,MD,Other MD,2022-03-31,865.25
2607,MD,Other MD,2022-04-30,866.0
2608,MD,Other MD,2022-05-31,866.75
2609,MD,Other MD,2022-06-30,867.5
2610,MD,Other MD,2022-07-31,868.25
2611,MD,Other MD,2022-08-31,869.0
2612,MD,Other MD,2022-09-30,869.75
2613,MD,Other MD,2022-10-31,870.5
2614,MD,Other MD,2022-11-30,871.25
2615,MD,Other MD,2022-12-31,872.0
2616,ME,Maine,2022-01-31,87.083333
2617,ME,Maine,2022-02-28,87.166666
2618,ME,Maine,2022-03-31,87.249999
2619,ME,Maine,2022-04-30,87.333332
2620,ME,Maine,2022-05-31,87.416665
2621,ME,Maine,2022-06-30,87.499998
2622,ME,Maine,2022-07-31,87.583331
2623,ME,Maine,2022-08-31,87.666664
2624,ME,Maine,2022-09-30,87.749997
2625,ME,Maine,2022-10-31,87.83333
2626,ME,Maine,2022-11-30,87.916663
2627,ME,Maine,2022-12-31,87.999996
2628,MI,Detroit MI,2022-01-31,1055.833333
2629,MI,Detroit MI,2022-02-28,1056.666666
2630,MI,Detroit MI,2022-03-31,1057.499999
2631,MI,Detroit MI,2022-04-30,1058.333332
2632,MI,Detroit MI,2022-05-31,1059.166665
2633,MI,Detroit MI,2022-06-30,1059.999998
2634,MI,Detroit MI,2022-07-31,1060.833331
2635,MI,Detroit MI,2022-08-31,1061.666664
2636,MI,Detroit MI,2022-09-30,1062.499997
2637,MI,Detroit MI,2022-10-31,1063.33333
2638,MI,Detroit MI,2022-11-30,1064.166663
2639,MI,Detroit MI,2022-12-31,1064.999996
2640,MI,Other MI,2022-01-31,378.333333
2641,MI,Other MI,2022-02-28,378.666666
2642,MI,Other MI,2022-03-31,378.999999
2643,MI,Other MI,2022-04-30,379.333332
2644,MI,Other MI,2022-05-31,379.666665
2645,MI,Other MI,2022-06-30,379.999998
2646,MI,Other MI,2022-07-31,380.333331
2647,MI,Other MI,2022-08-31,380.666664
2648,MI,Other MI,2022-09-30,380.999997
2649,MI,Other MI,2022-10-31,381.33333
2650,MI,Other MI,2022-11-30,381.666663
2651,MI,Other MI,2022-12-31,381.999996
2652,MI,Southwest MI,2022-01-31,816.666667
2653,MI,Southwest MI,2022-02-28,817.333334
2654,MI,Southwest MI,2022-03-31,818.000001
2655,MI,Southwest MI,2022-04-30,818.666668
2656,MI,Southwest MI,2022-05-31,819.333335
2657,MI,Southwest MI,2022-06-30,820.000002
2658,MI,Southwest MI,2022-07-31,820.666669
2659,MI,Southwest MI,2022-08-31,821.333336
2660,MI,Southwest MI,2022-09-30,822.000003
2661,MI,Southwest MI,2022-10-31,822.66667
2662,MI,Southwest MI,2022-11-30,823.333337
2663,MI,Southwest MI,2022-12-31,824.000004
2664,MN,Minneapolis-St Paul MN,2022-01-31,1467.25
2665,MN,Minneapolis-St Paul MN,2022-02-28,1468.5
2666,MN,Minneapolis-St Paul MN,2022-03-31,1469.75
2667,MN,Minneapolis-St Paul MN,2022-04-30,1471.0
2668,MN,Minneapolis-St Paul MN,2022-05-31,1472.25
2669,MN,Minneapolis-St Paul MN,2022-06-30,1473.5
2670,MN,Minneapolis-St Paul MN,2022-07-31,1474.75
2671,MN,Minneapolis-St Paul MN,2022-08-31,1476.0
2672,MN,Minneapolis-St Paul MN,2022-09-30,1477.25
2673,MN,Minneapolis-St Paul MN,2022-10-31,1478.5
2674,MN,Minneapolis-St Paul MN,2022-11-30,1479.75
2675,MN,Minneapolis-St Paul MN,2022-12-31,1481.0
2676,MN,Other MN,2022-01-31,919.75
2677,MN,Other MN,2022-02-28,920.5
2678,MN,Other MN,2022-03-31,921.25
2679,MN,Other MN,2022-04-30,922.0
2680,MN,Other MN,2022-05-31,922.75
2681,MN,Other MN,2022-06-30,923.5
2682,MN,Other MN,2022-07-31,924.25
2683,MN,Other MN,2022-08-31,925.0
2684,MN,Other MN,2022-09-30,925.75
2685,MN,Other MN,2022-10-31,926.5
2686,MN,Other MN,2022-11-30,927.25
2687,MN,Other MN,2022-12-31,928.0
2688,MO,Kansas City MO,2022-01-31,250.166667
2689,MO,Kansas City MO,2022-02-28,250.333334
2690,MO,Kansas City MO,2022-03-31,250.500001
2691,MO,Kansas City MO,2022-04-30,250.666668
2692,MO,Kansas City MO,2022-05-31,250.833335
2693,MO,Kansas City MO,2022-06-30,251.000002
2694,MO,Kansas City MO,2022-07-31,251.166669
2695,MO,Kansas City MO,2022-08-31,251.333336
2696,MO,Kansas City MO,2022-09-30,251.500003
2697,MO,Kansas City MO,2022-10-31,251.66667
2698,MO,Kansas City MO,2022-11-30,251.833337
2699,MO,Kansas City MO,2022-12-31,252.000004
2700,MO,Other MO,2022-01-31,297.25
2701,MO,Other MO,2022-02-28,297.5
2702,MO,Other MO,2022-03-31,297.75
2703,MO,Other MO,2022-04-30,298.0
2704,MO,Other MO,2022-05-31,298.25
2705,MO,Other MO,2022-06-30,298.5
2706,MO,Other MO,2022-07-31,298.75
2707,MO,Other MO,2022-08-31,299.0
2708,MO,Other MO,2022-09-30,299.25
2709,MO,Other MO,2022-10-31,299.5
2710,MO,Other MO,2022-11-30,299.75
2711,MO,Other MO,2022-12-31,300.0
2712,MO,St Louis MO,2022-01-31,411.333333
2713,MO,St Louis MO,2022-02-28,411.666666
2714,MO,St Louis MO,2022-03-31,411.999999
2715,MO,St Louis MO,2022-04-30,412.333332
2716,MO,St Louis MO,2022-05-31,412.666665
2717,MO,St Louis MO,2022-06-30,412.999998
2718,MO,St Louis MO,2022-07-31,413.333331
2719,MO,St Louis MO,2022-08-31,413.666664
2720,MO,St Louis MO,2022-09-30,413.999997
2721,MO,St Louis MO,2022-10-31,414.33333
2722,MO,St Louis MO,2022-11-30,414.666663
2723,MO,St Louis MO,2022-12-31,414.999996
2724,MS,Jackson MS,2022-01-31,89.083333
2725,MS,Jackson MS,2022-02-28,89.166666
2726,MS,Jackson MS,2022-03-31,89.249999
2727,MS,Jackson MS,2022-04-30,89.333332
2728,MS,Jackson MS,2022-05-31,89.416665
2729,MS,Jackson MS,2022-06-30,89.499998
2730,MS,Jackson MS,2022-07-31,89.583331
2731,MS,Jackson MS,2022-08-31,89.666664
2732,MS,Jackson MS,2022-09-30,89.749997
2733,MS,Jackson MS,2022-10-31,89.83333
2734,MS,Jackson MS,2022-11-30,89.916663
2735,MS,Jackson MS,2022-12-31,89.999996
2736,MS,Other MS,2022-01-31,236.166667
2737,MS,Other MS,2022-02-28,236.333334
2738,MS,Other MS,2022-03-31,236.500001
2739,MS,Other MS,2022-04-30,236.666668
2740,MS,Other MS,2022-05-31,236.833335
2741,MS,Other MS,2022-06-30,237.000002
2742,MS,Other MS,2022-07-31,237.166669
2743,MS,Other MS,2022-08-31,237.333336
2744,MS,Other MS,2022-09-30,237.500003
2745,MS,Other MS,2022-10-31,237.66667
2746,MS,Other MS,2022-11-30,237.833337
2747,MS,Other MS,2022-12-31,238.000004
2748,MT,Montana,2022-01-31,159.083333
2749,MT,Montana,2022-02-28,159.166666
2750,MT,Montana,2022-03-31,159.249999
2751,MT,Montana,2022-04-30,159.333332
2752,MT,Montana,2022-05-31,159.416665
2753,MT,Montana,2022-06-30,159.499998
2754,MT,Montana,2022-07-31,159.583331
2755,MT,Montana,2022-08-31,159.666664
2756,MT,Montana,2022-09-30,159.749997
2757,MT,Montana,2022-10-31,159.83333
2758,MT,Montana,2022-11-30,159.916663
2759,MT,Montana,2022-12-31,159.999996
2760,NC,Charlotte NC,2022-01-31,391.333333
2761,NC,Charlotte NC,2022-02-28,391.666666
2762,NC,Charlotte NC,2022-03-31,391.999999
2763,NC,Charlotte NC,2022-04-30,392.333332
2764,NC,Charlotte NC,2022-05-31,392.666665
2765,NC,Charlotte NC,2022-06-30,392.999998
2766,NC,Charlotte NC,2022-07-31,393.333331
2767,NC,Charlotte NC,2022-08-31,393.666664
2768,NC,Charlotte NC,2022-09-30,393.999997
2769,NC,Charlotte NC,2022-10-31,394.33333
2770,NC,Charlotte NC,2022-11-30,394.666663
2771,NC,Charlotte NC,2022-12-31,394.999996
2772,NC,Greensboro-Winston-Salem NC,2022-01-31,262.166667
2773,NC,Greensboro-Winston-Salem NC,2022-02-28,262.333334
2774,NC,Greensboro-Winston-Salem NC,2022-03-31,262.500001
2775,NC,Greensboro-Winston-Salem NC,2022-04-30,262.666668
2776,NC,Greensboro-Winston-Salem NC,2022-05-31,262.833335
2777,NC,Greensboro-Winston-Salem NC,2022-06-30,263.000002
2778,NC,Greensboro-Winston-Salem NC,2022-07-31,263.166669
2779,NC,Greensboro-Winston-Salem NC,2022-08-31,263.333336
2780,NC,Greensboro-Winston-Salem NC,2022-09-30,263.500003
2781,NC,Greensboro-Winston-Salem NC,2022-10-31,263.66667
2782,NC,Greensboro-Winston-Salem NC,2022-11-30,263.833337
2783,NC,Greensboro-Winston-Salem NC,2022-12-31,264.000004
2784,NC,Other NC,2022-01-31,457.333333
2785,NC,Other NC,2022-02-28,457.666666
2786,NC,Other NC,2022-03-31,457.999999
2787,NC,Other NC,2022-04-30,458.333332
2788,NC,Other NC,2022-05-31,458.666665
2789,NC,Other NC,2022-06-30,458.999998
2790,NC,Other NC,2022-07-31,459.333331
2791,NC,Other NC,2022-08-31,459.666664
2792,NC,Other NC,2022-09-30,459.999997
2793,NC,Other NC,2022-10-31,460.33333
2794,NC,Other NC,2022-11-30,460.666663
2795,NC,Other NC,2022-12-31,460.999996
2796,NC,Raleigh-Durham NC,2022-01-31,321.25
2797,NC,Raleigh-Durham NC,2022-02-28,321.5
2798,NC,Raleigh-Durham NC,2022-03-31,321.75
2799,NC,Raleigh-Durham NC,2022-04-30,322.0
2800,NC,Raleigh-Durham NC,2022-05-31,322.25
2801,NC,Raleigh-Durham NC,2022-06-30,322.5
2802,NC,Raleigh-Durham NC,2022-07-31,322.75
2803,NC,Raleigh-Durham NC,2022-08-31,323.0
2804,NC,Raleigh-Durham NC,2022-09-30,323.25
2805,NC,Raleigh-Durham NC,2022-10-31,323.5
2806,NC,Raleigh-Durham NC,2022-11-30,323.75
2807,NC,Raleigh-Durham NC,2022-12-31,324.0
2808,ND,North Dakota,2022-01-31,77.083333
2809,ND,North Dakota,2022-02-28,77.166666
2810,ND,North Dakota,2022-03-31,77.249999
2811,ND,North Dakota,2022-04-30,77.333332
2812,ND,North Dakota,2022-05-31,77.416665
2813,ND,North Dakota,2022-06-30,77.499998
2814,ND,North Dakota,2022-07-31,77.583331
2815,ND,North Dakota,2022-08-31,77.666664
2816,ND,North Dakota,2022-09-30,77.749997
2817,ND,North Dakota,2022-10-31,77.83333
2818,ND,North Dakota,2022-11-30,77.916663
2819,ND,North Dakota,2022-12-31,77.999996
2820,NE,Nebraska,2022-01-31,408.333333
2821,NE,Nebraska,2022-02-28,408.666666
2822,NE,Nebraska,2022-03-31,408.999999
2823,NE,Nebraska,2022-04-30,409.333332
2824,NE,Nebraska,2022-05-31,409.666665
2825,NE,Nebraska,2022-06-30,409.999998
2826,NE,Nebraska,2022-07-31,410.333331
2827,NE,Nebraska,2022-08-31,410.666664
2828,NE,Nebraska,2022-09-30,410.999997
2829,NE,Nebraska,2022-10-31,411.33333
2830,NE,Nebraska,2022-11-30,411.666663
2831,NE,Nebraska,2022-12-31,411.999996
2832,NH,New Hampshire,2022-01-31,62.083333
2833,NH,New Hampshire,2022-02-28,62.166666
2834,NH,New Hampshire,2022-03-31,62.249999
2835,NH,New Hampshire,2022-04-30,62.333332
2836,NH,New Hampshire,2022-05-31,62.416665
2837,NH,New Hampshire,2022-06-30,62.499998
2838,NH,New Hampshire,2022-07-31,62.583331
2839,NH,New Hampshire,2022-08-31,62.666664
2840,NH,New Hampshire,2022-09-30,62.749997
2841,NH,New Hampshire,2022-10-31,62.83333
2842,NH,New Hampshire,2022-11-30,62.916663
2843,NH,New Hampshire,2022-12-31,62.999996
2844,NJ,Atlantic City NJ,2022-01-31,484.416667
2845,NJ,Atlantic City NJ,2022-02-28,484.833334
2846,NJ,Atlantic City NJ,2022-03-31,485.250001
2847,NJ,Atlantic City NJ,2022-04-30,485.666668
2848,NJ,Atlantic City NJ,2022-05-31,486.083335
2849,NJ,Atlantic City NJ,2022-06-30,486.500002
2850,NJ,Atlantic City NJ,2022-07-31,486.916669
2851,NJ,Atlantic City NJ,2022-08-31,487.333336
2852,NJ,Atlantic City NJ,2022-09-30,487.750003
2853,NJ,Atlantic City NJ,2022-10-31,488.16667
2854,NJ,Atlantic City NJ,2022-11-30,488.583337
2855,NJ,Atlantic City NJ,2022-12-31,489.000004
2856,NJ,Jersey City-Newark NJ,2022-01-31,531.416667
2857,NJ,Jersey City-Newark NJ,2022-02-28,531.833334
2858,NJ,Jersey City-Newark NJ,2022-03-31,532.250001
2859,NJ,Jersey City-Newark NJ,2022-04-30,532.666668
2860,NJ,Jersey City-Newark NJ,2022-05-31,533.083335
2861,NJ,Jersey City-Newark NJ,2022-06-30,533.500002
2862,NJ,Jersey City-Newark NJ,2022-07-31,533.916669
2863,NJ,Jersey City-Newark NJ,2022-08-31,534.333336
2864,NJ,Jersey City-Newark NJ,2022-09-30,534.750003
2865,NJ,Jersey City-Newark NJ,2022-10-31,535.16667
